State,State Code,County,County Code,Year,Year Code,Month,Month Code,Deaths,Population,Crude Rate
Maryland,24,"Baltimore city, MD",24510,2014,2014,"Feb., 2014",2014/02,11,Not Applicable,Not Applicable
Maryland,24,"Baltimore city, MD",24510,2014,2014,"May, 2014",2014/05,12,Not Applicable,Not Applicable
Maryland,24,"Baltimore city, MD",24510,2014,2014,"Jun., 2014",2014/06,14,Not Applicable,Not Applicable
Maryland,24,"Baltimore city, MD",24510,2014,2014,"Jul., 2014",2014/07,14,Not Applicable,Not Applicable
Maryland,24,"Baltimore city, MD",24510,2015,2015,"Jan., 2015",2015/01,18,Not Applicable,Not Applicable
Maryland,24,"Baltimore city, MD",24510,2015,2015,"Feb., 2015",2015/02,12,Not Applicable,Not Applicable
Maryland,24,"Baltimore city, MD",24510,2015,2015,"Mar., 2015",2015/03,10,Not Applicable,Not Applicable
Maryland,24,"Baltimore city, MD",24510,2015,2015,"Jul., 2015",2015/07,23,Not Applicable,Not Applicable
Maryland,24,"Baltimore city, MD",24510,2015,2015,"Oct., 2015",2015/10,13,Not Applicable,Not Applicable
Massachusetts,25,"Essex County, MA",25009,2014,2014,"May, 2014",2014/05,11,Not Applicable,Not Applicable
Massachusetts,25,"Essex County, MA",25009,2014,2014,"Sep., 2014",2014/09,10,Not Applicable,Not Applicable
Massachusetts,25,"Middlesex County, MA",25017,2014,2014,"Feb., 2014",2014/02,12,Not Applicable,Not Applicable
Massachusetts,25,"Middlesex County, MA",25017,2014,2014,"Jun., 2014",2014/06,11,Not Applicable,Not Applicable
Massachusetts,25,"Middlesex County, MA",25017,2014,2014,"Oct., 2014",2014/10,13,Not Applicable,Not Applicable
Massachusetts,25,"Middlesex County, MA",25017,2015,2015,"Jan., 2015",2015/01,13,Not Applicable,Not Applicable
Massachusetts,25,"Middlesex County, MA",25017,2015,2015,"Apr., 2015",2015/04,11,Not Applicable,Not Applicable
Michigan,26,"Wayne County, MI",26163,2010,2010,"Mar., 2010",2010/03,11,Not Applicable,Not Applicable
Michigan,26,"Wayne County, MI",26163,2010,2010,"Apr., 2010",2010/04,13,Not Applicable,Not Applicable
Michigan,26,"Wayne County, MI",26163,2010,2010,"May, 2010",2010/05,14,Not Applicable,Not Applicable
Michigan,26,"Wayne County, MI",26163,2010,2010,"Jun., 2010",2010/06,19,Not Applicable,Not Applicable
Michigan,26,"Wayne County, MI",26163,2010,2010,"Jul., 2010",2010/07,16,Not Applicable,Not Applicable
Michigan,26,"Wayne County, MI",26163,2010,2010,"Aug., 2010",2010/08,10,Not Applicable,Not Applicable
Michigan,26,"Wayne County, MI",26163,2010,2010,"Sep., 2010",2010/09,18,Not Applicable,Not Applicable
Michigan,26,"Wayne County, MI",26163,2010,2010,"Oct., 2010",2010/10,23,Not Applicable,Not Applicable
Michigan,26,"Wayne County, MI",26163,2010,2010,"Nov., 2010",2010/11,10,Not Applicable,Not Applicable
Michigan,26,"Wayne County, MI",26163,2010,2010,"Dec., 2010",2010/12,13,Not Applicable,Not Applicable
Michigan,26,"Wayne County, MI",26163,2011,2011,"Jan., 2011",2011/01,16,Not Applicable,Not Applicable
Michigan,26,"Wayne County, MI",26163,2011,2011,"Mar., 2011",2011/03,10,Not Applicable,Not Applicable
Michigan,26,"Wayne County, MI",26163,2011,2011,"Apr., 2011",2011/04,10,Not Applicable,Not Applicable
Michigan,26,"Wayne County, MI",26163,2011,2011,"May, 2011",2011/05,14,Not Applicable,Not Applicable
Michigan,26,"Wayne County, MI",26163,2011,2011,"Jun., 2011",2011/06,10,Not Applicable,Not Applicable
Michigan,26,"Wayne County, MI",26163,2011,2011,"Aug., 2011",2011/08,13,Not Applicable,Not Applicable
Michigan,26,"Wayne County, MI",26163,2011,2011,"Sep., 2011",2011/09,11,Not Applicable,Not Applicable
Michigan,26,"Wayne County, MI",26163,2011,2011,"Oct., 2011",2011/10,14,Not Applicable,Not Applicable
Michigan,26,"Wayne County, MI",26163,2012,2012,"Jan., 2012",2012/01,10,Not Applicable,Not Applicable
Michigan,26,"Wayne County, MI",26163,2012,2012,"Feb., 2012",2012/02,11,Not Applicable,Not Applicable
Michigan,26,"Wayne County, MI",26163,2012,2012,"Mar., 2012",2012/03,11,Not Applicable,Not Applicable
Michigan,26,"Wayne County, MI",26163,2012,2012,"Apr., 2012",2012/04,11,Not Applicable,Not Applicable
Michigan,26,"Wayne County, MI",26163,2012,2012,"May, 2012",2012/05,16,Not Applicable,Not Applicable
Michigan,26,"Wayne County, MI",26163,2012,2012,"Sep., 2012",2012/09,14,Not Applicable,Not Applicable
Michigan,26,"Wayne County, MI",26163,2012,2012,"Nov., 2012",2012/11,10,Not Applicable,Not Applicable
Michigan,26,"Wayne County, MI",26163,2013,2013,"Jan., 2013",2013/01,11,Not Applicable,Not Applicable
Michigan,26,"Wayne County, MI",26163,2013,2013,"Feb., 2013",2013/02,21,Not Applicable,Not Applicable
Michigan,26,"Wayne County, MI",26163,2013,2013,"Mar., 2013",2013/03,18,Not Applicable,Not Applicable
Michigan,26,"Wayne County, MI",26163,2013,2013,"Jun., 2013",2013/06,16,Not Applicable,Not Applicable
Michigan,26,"Wayne County, MI",26163,2013,2013,"Jul., 2013",2013/07,13,Not Applicable,Not Applicable
Michigan,26,"Wayne County, MI",26163,2013,2013,"Aug., 2013",2013/08,14,Not Applicable,Not Applicable
Michigan,26,"Wayne County, MI",26163,2013,2013,"Nov., 2013",2013/11,13,Not Applicable,Not Applicable
Michigan,26,"Wayne County, MI",26163,2014,2014,"Feb., 2014",2014/02,12,Not Applicable,Not Applicable
Michigan,26,"Wayne County, MI",26163,2014,2014,"Apr., 2014",2014/04,12,Not Applicable,Not Applicable
Michigan,26,"Wayne County, MI",26163,2014,2014,"May, 2014",2014/05,10,Not Applicable,Not Applicable
Michigan,26,"Wayne County, MI",26163,2014,2014,"Sep., 2014",2014/09,15,Not Applicable,Not Applicable
Michigan,26,"Wayne County, MI",26163,2014,2014,"Dec., 2014",2014/12,11,Not Applicable,Not Applicable
Michigan,26,"Wayne County, MI",26163,2015,2015,"Feb., 2015",2015/02,11,Not Applicable,Not Applicable
Michigan,26,"Wayne County, MI",26163,2015,2015,"Mar., 2015",2015/03,12,Not Applicable,Not Applicable
Michigan,26,"Wayne County, MI",26163,2015,2015,"Apr., 2015",2015/04,14,Not Applicable,Not Applicable
Michigan,26,"Wayne County, MI",26163,2015,2015,"May, 2015",2015/05,19,Not Applicable,Not Applicable
Michigan,26,"Wayne County, MI",26163,2015,2015,"Jun., 2015",2015/06,16,Not Applicable,Not Applicable
Michigan,26,"Wayne County, MI",26163,2015,2015,"Aug., 2015",2015/08,14,Not Applicable,Not Applicable
Michigan,26,"Wayne County, MI",26163,2015,2015,"Sep., 2015",2015/09,13,Not Applicable,Not Applicable
Michigan,26,"Wayne County, MI",26163,2015,2015,"Oct., 2015",2015/10,13,Not Applicable,Not Applicable
Michigan,26,"Wayne County, MI",26163,2015,2015,"Nov., 2015",2015/11,12,Not Applicable,Not Applicable
Michigan,26,"Wayne County, MI",26163,2015,2015,"Dec., 2015",2015/12,12,Not Applicable,Not Applicable
Missouri,29,"Jefferson County, MO",29099,2012,2012,"Dec., 2012",2012/12,10,Not Applicable,Not Applicable
Missouri,29,"St. Louis County, MO",29189,2011,2011,"Feb., 2011",2011/02,10,Not Applicable,Not Applicable
Missouri,29,"St. Louis County, MO",29189,2011,2011,"Apr., 2011",2011/04,16,Not Applicable,Not Applicable
Missouri,29,"St. Louis County, MO",29189,2011,2011,"Jun., 2011",2011/06,10,Not Applicable,Not Applicable
Missouri,29,"St. Louis County, MO",29189,2011,2011,"Jul., 2011",2011/07,10,Not Applicable,Not Applicable
Missouri,29,"St. Louis County, MO",29189,2011,2011,"Nov., 2011",2011/11,10,Not Applicable,Not Applicable
Missouri,29,"St. Louis County, MO",29189,2012,2012,"Mar., 2012",2012/03,10,Not Applicable,Not Applicable
Missouri,29,"St. Louis County, MO",29189,2012,2012,"Oct., 2012",2012/10,10,Not Applicable,Not Applicable
Missouri,29,"St. Louis County, MO",29189,2013,2013,"May, 2013",2013/05,12,Not Applicable,Not Applicable
Missouri,29,"St. Louis County, MO",29189,2013,2013,"Jun., 2013",2013/06,12,Not Applicable,Not Applicable
Missouri,29,"St. Louis County, MO",29189,2013,2013,"Aug., 2013",2013/08,16,Not Applicable,Not Applicable
Missouri,29,"St. Louis County, MO",29189,2013,2013,"Dec., 2013",2013/12,14,Not Applicable,Not Applicable
Missouri,29,"St. Louis County, MO",29189,2014,2014,"Feb., 2014",2014/02,10,Not Applicable,Not Applicable
Missouri,29,"St. Louis County, MO",29189,2014,2014,"Mar., 2014",2014/03,16,Not Applicable,Not Applicable
Missouri,29,"St. Louis County, MO",29189,2014,2014,"Apr., 2014",2014/04,15,Not Applicable,Not Applicable
Missouri,29,"St. Louis County, MO",29189,2014,2014,"May, 2014",2014/05,12,Not Applicable,Not Applicable
Missouri,29,"St. Louis County, MO",29189,2014,2014,"Jul., 2014",2014/07,13,Not Applicable,Not Applicable
Missouri,29,"St. Louis County, MO",29189,2014,2014,"Aug., 2014",2014/08,17,Not Applicable,Not Applicable
Missouri,29,"St. Louis County, MO",29189,2014,2014,"Oct., 2014",2014/10,10,Not Applicable,Not Applicable
Missouri,29,"St. Louis County, MO",29189,2014,2014,"Nov., 2014",2014/11,11,Not Applicable,Not Applicable
Missouri,29,"St. Louis County, MO",29189,2014,2014,"Dec., 2014",2014/12,10,Not Applicable,Not Applicable
Missouri,29,"St. Louis County, MO",29189,2015,2015,"Feb., 2015",2015/02,14,Not Applicable,Not Applicable
Missouri,29,"St. Louis County, MO",29189,2015,2015,"Mar., 2015",2015/03,10,Not Applicable,Not Applicable
Missouri,29,"St. Louis County, MO",29189,2015,2015,"May, 2015",2015/05,12,Not Applicable,Not Applicable
Missouri,29,"St. Louis County, MO",29189,2015,2015,"Jun., 2015",2015/06,10,Not Applicable,Not Applicable
Missouri,29,"St. Louis County, MO",29189,2015,2015,"Aug., 2015",2015/08,11,Not Applicable,Not Applicable
Missouri,29,"St. Louis County, MO",29189,2015,2015,"Nov., 2015",2015/11,13,Not Applicable,Not Applicable
Missouri,29,"St. Louis city, MO",29510,2014,2014,"Jul., 2014",2014/07,10,Not Applicable,Not Applicable
Missouri,29,"St. Louis city, MO",29510,2014,2014,"Dec., 2014",2014/12,11,Not Applicable,Not Applicable
Missouri,29,"St. Louis city, MO",29510,2015,2015,"Jan., 2015",2015/01,10,Not Applicable,Not Applicable
Missouri,29,"St. Louis city, MO",29510,2015,2015,"Feb., 2015",2015/02,10,Not Applicable,Not Applicable
Missouri,29,"St. Louis city, MO",29510,2015,2015,"Aug., 2015",2015/08,11,Not Applicable,Not Applicable
Nevada,32,"Clark County, NV",32003,2010,2010,"Jan., 2010",2010/01,16,Not Applicable,Not Applicable
Nevada,32,"Clark County, NV",32003,2010,2010,"Feb., 2010",2010/02,27,Not Applicable,Not Applicable
Nevada,32,"Clark County, NV",32003,2010,2010,"Mar., 2010",2010/03,21,Not Applicable,Not Applicable
Nevada,32,"Clark County, NV",32003,2010,2010,"Apr., 2010",2010/04,24,Not Applicable,Not Applicable
Nevada,32,"Clark County, NV",32003,2010,2010,"May, 2010",2010/05,22,Not Applicable,Not Applicable
Nevada,32,"Clark County, NV",32003,2010,2010,"Jun., 2010",2010/06,19,Not Applicable,Not Applicable
Nevada,32,"Clark County, NV",32003,2010,2010,"Jul., 2010",2010/07,18,Not Applicable,Not Applicable
Nevada,32,"Clark County, NV",32003,2010,2010,"Aug., 2010",2010/08,20,Not Applicable,Not Applicable
Nevada,32,"Clark County, NV",32003,2010,2010,"Sep., 2010",2010/09,27,Not Applicable,Not Applicable
Nevada,32,"Clark County, NV",32003,2010,2010,"Oct., 2010",2010/10,17,Not Applicable,Not Applicable
Nevada,32,"Clark County, NV",32003,2010,2010,"Nov., 2010",2010/11,20,Not Applicable,Not Applicable
Nevada,32,"Clark County, NV",32003,2010,2010,"Dec., 2010",2010/12,18,Not Applicable,Not Applicable
Nevada,32,"Clark County, NV",32003,2011,2011,"Jan., 2011",2011/01,28,Not Applicable,Not Applicable
Nevada,32,"Clark County, NV",32003,2011,2011,"Feb., 2011",2011/02,16,Not Applicable,Not Applicable
Nevada,32,"Clark County, NV",32003,2011,2011,"Mar., 2011",2011/03,16,Not Applicable,Not Applicable
Nevada,32,"Clark County, NV",32003,2011,2011,"Apr., 2011",2011/04,31,Not Applicable,Not Applicable
Nevada,32,"Clark County, NV",32003,2011,2011,"May, 2011",2011/05,32,Not Applicable,Not Applicable
Nevada,32,"Clark County, NV",32003,2011,2011,"Jun., 2011",2011/06,20,Not Applicable,Not Applicable
Nevada,32,"Clark County, NV",32003,2011,2011,"Jul., 2011",2011/07,26,Not Applicable,Not Applicable
Nevada,32,"Clark County, NV",32003,2011,2011,"Aug., 2011",2011/08,11,Not Applicable,Not Applicable
Nevada,32,"Clark County, NV",32003,2011,2011,"Sep., 2011",2011/09,21,Not Applicable,Not Applicable
Nevada,32,"Clark County, NV",32003,2011,2011,"Oct., 2011",2011/10,12,Not Applicable,Not Applicable
Nevada,32,"Clark County, NV",32003,2011,2011,"Nov., 2011",2011/11,21,Not Applicable,Not Applicable
Nevada,32,"Clark County, NV",32003,2011,2011,"Dec., 2011",2011/12,20,Not Applicable,Not Applicable
Nevada,32,"Clark County, NV",32003,2012,2012,"Jan., 2012",2012/01,16,Not Applicable,Not Applicable
Nevada,32,"Clark County, NV",32003,2012,2012,"Feb., 2012",2012/02,16,Not Applicable,Not Applicable
Nevada,32,"Clark County, NV",32003,2012,2012,"Mar., 2012",2012/03,27,Not Applicable,Not Applicable
Nevada,32,"Clark County, NV",32003,2012,2012,"Apr., 2012",2012/04,23,Not Applicable,Not Applicable
Nevada,32,"Clark County, NV",32003,2012,2012,"May, 2012",2012/05,29,Not Applicable,Not Applicable
Nevada,32,"Clark County, NV",32003,2012,2012,"Jun., 2012",2012/06,11,Not Applicable,Not Applicable
Nevada,32,"Clark County, NV",32003,2012,2012,"Jul., 2012",2012/07,18,Not Applicable,Not Applicable
Nevada,32,"Clark County, NV",32003,2012,2012,"Aug., 2012",2012/08,23,Not Applicable,Not Applicable
Nevada,32,"Clark County, NV",32003,2012,2012,"Sep., 2012",2012/09,23,Not Applicable,Not Applicable
Nevada,32,"Clark County, NV",32003,2012,2012,"Oct., 2012",2012/10,23,Not Applicable,Not Applicable
Nevada,32,"Clark County, NV",32003,2012,2012,"Nov., 2012",2012/11,23,Not Applicable,Not Applicable
Nevada,32,"Clark County, NV",32003,2012,2012,"Dec., 2012",2012/12,26,Not Applicable,Not Applicable
Nevada,32,"Clark County, NV",32003,2013,2013,"Jan., 2013",2013/01,19,Not Applicable,Not Applicable
Nevada,32,"Clark County, NV",32003,2013,2013,"Feb., 2013",2013/02,19,Not Applicable,Not Applicable
Nevada,32,"Clark County, NV",32003,2013,2013,"Mar., 2013",2013/03,11,Not Applicable,Not Applicable
Nevada,32,"Clark County, NV",32003,2013,2013,"Apr., 2013",2013/04,20,Not Applicable,Not Applicable
Nevada,32,"Clark County, NV",32003,2013,2013,"May, 2013",2013/05,21,Not Applicable,Not Applicable
Nevada,32,"Clark County, NV",32003,2013,2013,"Jun., 2013",2013/06,21,Not Applicable,Not Applicable
Nevada,32,"Clark County, NV",32003,2013,2013,"Jul., 2013",2013/07,17,Not Applicable,Not Applicable
Nevada,32,"Clark County, NV",32003,2013,2013,"Aug., 2013",2013/08,20,Not Applicable,Not Applicable
Nevada,32,"Clark County, NV",32003,2013,2013,"Sep., 2013",2013/09,17,Not Applicable,Not Applicable
Nevada,32,"Clark County, NV",32003,2013,2013,"Dec., 2013",2013/12,14,Not Applicable,Not Applicable
Nevada,32,"Clark County, NV",32003,2014,2014,"Jan., 2014",2014/01,11,Not Applicable,Not Applicable
Nevada,32,"Clark County, NV",32003,2014,2014,"Feb., 2014",2014/02,21,Not Applicable,Not Applicable
Nevada,32,"Clark County, NV",32003,2014,2014,"Mar., 2014",2014/03,24,Not Applicable,Not Applicable
Nevada,32,"Clark County, NV",32003,2014,2014,"Apr., 2014",2014/04,18,Not Applicable,Not Applicable
Nevada,32,"Clark County, NV",32003,2014,2014,"May, 2014",2014/05,18,Not Applicable,Not Applicable
Nevada,32,"Clark County, NV",32003,2014,2014,"Jun., 2014",2014/06,10,Not Applicable,Not Applicable
Nevada,32,"Clark County, NV",32003,2014,2014,"Jul., 2014",2014/07,20,Not Applicable,Not Applicable
Nevada,32,"Clark County, NV",32003,2014,2014,"Aug., 2014",2014/08,11,Not Applicable,Not Applicable
Nevada,32,"Clark County, NV",32003,2014,2014,"Sep., 2014",2014/09,15,Not Applicable,Not Applicable
Nevada,32,"Clark County, NV",32003,2014,2014,"Oct., 2014",2014/10,13,Not Applicable,Not Applicable
Nevada,32,"Clark County, NV",32003,2014,2014,"Nov., 2014",2014/11,20,Not Applicable,Not Applicable
Nevada,32,"Clark County, NV",32003,2014,2014,"Dec., 2014",2014/12,13,Not Applicable,Not Applicable
Nevada,32,"Clark County, NV",32003,2015,2015,"Jan., 2015",2015/01,21,Not Applicable,Not Applicable
Nevada,32,"Clark County, NV",32003,2015,2015,"Feb., 2015",2015/02,11,Not Applicable,Not Applicable
Nevada,32,"Clark County, NV",32003,2015,2015,"Mar., 2015",2015/03,19,Not Applicable,Not Applicable
Nevada,32,"Clark County, NV",32003,2015,2015,"Apr., 2015",2015/04,19,Not Applicable,Not Applicable
Nevada,32,"Clark County, NV",32003,2015,2015,"May, 2015",2015/05,17,Not Applicable,Not Applicable
Nevada,32,"Clark County, NV",32003,2015,2015,"Jun., 2015",2015/06,23,Not Applicable,Not Applicable
Nevada,32,"Clark County, NV",32003,2015,2015,"Jul., 2015",2015/07,13,Not Applicable,Not Applicable
Nevada,32,"Clark County, NV",32003,2015,2015,"Aug., 2015",2015/08,25,Not Applicable,Not Applicable
Nevada,32,"Clark County, NV",32003,2015,2015,"Sep., 2015",2015/09,20,Not Applicable,Not Applicable
Nevada,32,"Clark County, NV",32003,2015,2015,"Oct., 2015",2015/10,14,Not Applicable,Not Applicable
Nevada,32,"Clark County, NV",32003,2015,2015,"Nov., 2015",2015/11,22,Not Applicable,Not Applicable
Nevada,32,"Clark County, NV",32003,2015,2015,"Dec., 2015",2015/12,21,Not Applicable,Not Applicable
New Mexico,35,"Bernalillo County, NM",35001,2012,2012,"Jan., 2012",2012/01,10,Not Applicable,Not Applicable
New Mexico,35,"Bernalillo County, NM",35001,2012,2012,"May, 2012",2012/05,10,Not Applicable,Not Applicable
New Mexico,35,"Bernalillo County, NM",35001,2012,2012,"Sep., 2012",2012/09,10,Not Applicable,Not Applicable
New Mexico,35,"Bernalillo County, NM",35001,2012,2012,"Nov., 2012",2012/11,10,Not Applicable,Not Applicable
New Mexico,35,"Bernalillo County, NM",35001,2012,2012,"Dec., 2012",2012/12,10,Not Applicable,Not Applicable
New Mexico,35,"Bernalillo County, NM",35001,2013,2013,"Jan., 2013",2013/01,10,Not Applicable,Not Applicable
New Mexico,35,"Bernalillo County, NM",35001,2013,2013,"Mar., 2013",2013/03,10,Not Applicable,Not Applicable
New Mexico,35,"Bernalillo County, NM",35001,2013,2013,"May, 2013",2013/05,10,Not Applicable,Not Applicable
New Mexico,35,"Bernalillo County, NM",35001,2013,2013,"Jun., 2013",2013/06,11,Not Applicable,Not Applicable
New Mexico,35,"Bernalillo County, NM",35001,2014,2014,"Mar., 2014",2014/03,10,Not Applicable,Not Applicable
New Mexico,35,"Bernalillo County, NM",35001,2015,2015,"Jan., 2015",2015/01,10,Not Applicable,Not Applicable
New Mexico,35,"Bernalillo County, NM",35001,2015,2015,"Jun., 2015",2015/06,11,Not Applicable,Not Applicable
New York,36,"Bronx County, NY",36005,2015,2015,"Jan., 2015",2015/01,11,Not Applicable,Not Applicable
New York,36,"Erie County, NY",36029,2015,2015,"Apr., 2015",2015/04,12,Not Applicable,Not Applicable
New York,36,"Erie County, NY",36029,2015,2015,"Jul., 2015",2015/07,13,Not Applicable,Not Applicable
New York,36,"Erie County, NY",36029,2015,2015,"Dec., 2015",2015/12,11,Not Applicable,Not Applicable
New York,36,"Kings County, NY",36047,2010,2010,"May, 2010",2010/05,11,Not Applicable,Not Applicable
New York,36,"Kings County, NY",36047,2013,2013,"May, 2013",2013/05,11,Not Applicable,Not Applicable
New York,36,"Kings County, NY",36047,2015,2015,"Aug., 2015",2015/08,11,Not Applicable,Not Applicable
New York,36,"Nassau County, NY",36059,2011,2011,"Apr., 2011",2011/04,11,Not Applicable,Not Applicable
New York,36,"Nassau County, NY",36059,2013,2013,"Oct., 2013",2013/10,10,Not Applicable,Not Applicable
New York,36,"Nassau County, NY",36059,2015,2015,"Jan., 2015",2015/01,11,Not Applicable,Not Applicable
New York,36,"Nassau County, NY",36059,2015,2015,"Jun., 2015",2015/06,15,Not Applicable,Not Applicable
New York,36,"New York County, NY",36061,2014,2014,"Apr., 2014",2014/04,10,Not Applicable,Not Applicable
New York,36,"Richmond County, NY",36085,2011,2011,"Mar., 2011",2011/03,12,Not Applicable,Not Applicable
New York,36,"Suffolk County, NY",36103,2010,2010,"May, 2010",2010/05,10,Not Applicable,Not Applicable
New York,36,"Suffolk County, NY",36103,2010,2010,"Jul., 2010",2010/07,12,Not Applicable,Not Applicable
New York,36,"Suffolk County, NY",36103,2010,2010,"Oct., 2010",2010/10,15,Not Applicable,Not Applicable
New York,36,"Suffolk County, NY",36103,2010,2010,"Nov., 2010",2010/11,10,Not Applicable,Not Applicable
New York,36,"Suffolk County, NY",36103,2010,2010,"Dec., 2010",2010/12,14,Not Applicable,Not Applicable
New York,36,"Suffolk County, NY",36103,2011,2011,"Jan., 2011",2011/01,23,Not Applicable,Not Applicable
New York,36,"Suffolk County, NY",36103,2011,2011,"Feb., 2011",2011/02,14,Not Applicable,Not Applicable
New York,36,"Suffolk County, NY",36103,2011,2011,"Apr., 2011",2011/04,15,Not Applicable,Not Applicable
New York,36,"Suffolk County, NY",36103,2011,2011,"May, 2011",2011/05,23,Not Applicable,Not Applicable
New York,36,"Suffolk County, NY",36103,2011,2011,"Oct., 2011",2011/10,14,Not Applicable,Not Applicable
New York,36,"Suffolk County, NY",36103,2011,2011,"Nov., 2011",2011/11,14,Not Applicable,Not Applicable
New York,36,"Suffolk County, NY",36103,2011,2011,"Dec., 2011",2011/12,13,Not Applicable,Not Applicable
New York,36,"Suffolk County, NY",36103,2012,2012,"Jun., 2012",2012/06,11,Not Applicable,Not Applicable
New York,36,"Suffolk County, NY",36103,2012,2012,"Jul., 2012",2012/07,12,Not Applicable,Not Applicable
New York,36,"Suffolk County, NY",36103,2012,2012,"Aug., 2012",2012/08,12,Not Applicable,Not Applicable
New York,36,"Suffolk County, NY",36103,2012,2012,"Nov., 2012",2012/11,11,Not Applicable,Not Applicable
New York,36,"Suffolk County, NY",36103,2013,2013,"Jan., 2013",2013/01,11,Not Applicable,Not Applicable
New York,36,"Suffolk County, NY",36103,2014,2014,"Mar., 2014",2014/03,12,Not Applicable,Not Applicable
New York,36,"Suffolk County, NY",36103,2014,2014,"Jul., 2014",2014/07,10,Not Applicable,Not Applicable
New York,36,"Suffolk County, NY",36103,2015,2015,"Aug., 2015",2015/08,15,Not Applicable,Not Applicable
Ohio,39,"Cuyahoga County, OH",39035,2010,2010,"Nov., 2010",2010/11,10,Not Applicable,Not Applicable
Ohio,39,"Cuyahoga County, OH",39035,2011,2011,"Jan., 2011",2011/01,12,Not Applicable,Not Applicable
Ohio,39,"Cuyahoga County, OH",39035,2011,2011,"Sep., 2011",2011/09,10,Not Applicable,Not Applicable
Ohio,39,"Cuyahoga County, OH",39035,2013,2013,"Jun., 2013",2013/06,10,Not Applicable,Not Applicable
Ohio,39,"Cuyahoga County, OH",39035,2013,2013,"Oct., 2013",2013/10,10,Not Applicable,Not Applicable
Ohio,39,"Franklin County, OH",39049,2010,2010,"Feb., 2010",2010/02,10,Not Applicable,Not Applicable
Ohio,39,"Franklin County, OH",39049,2010,2010,"Apr., 2010",2010/04,15,Not Applicable,Not Applicable
Ohio,39,"Franklin County, OH",39049,2010,2010,"Nov., 2010",2010/11,11,Not Applicable,Not Applicable
Ohio,39,"Franklin County, OH",39049,2010,2010,"Dec., 2010",2010/12,16,Not Applicable,Not Applicable
Ohio,39,"Franklin County, OH",39049,2011,2011,"Feb., 2011",2011/02,17,Not Applicable,Not Applicable
Ohio,39,"Franklin County, OH",39049,2011,2011,"Mar., 2011",2011/03,15,Not Applicable,Not Applicable
Ohio,39,"Franklin County, OH",39049,2011,2011,"May, 2011",2011/05,12,Not Applicable,Not Applicable
Ohio,39,"Franklin County, OH",39049,2011,2011,"Sep., 2011",2011/09,14,Not Applicable,Not Applicable
Ohio,39,"Franklin County, OH",39049,2012,2012,"Mar., 2012",2012/03,11,Not Applicable,Not Applicable
Ohio,39,"Franklin County, OH",39049,2012,2012,"Aug., 2012",2012/08,11,Not Applicable,Not Applicable
Ohio,39,"Franklin County, OH",39049,2012,2012,"Dec., 2012",2012/12,12,Not Applicable,Not Applicable
Ohio,39,"Franklin County, OH",39049,2014,2014,"Aug., 2014",2014/08,12,Not Applicable,Not Applicable
Ohio,39,"Franklin County, OH",39049,2015,2015,"Apr., 2015",2015/04,10,Not Applicable,Not Applicable
Ohio,39,"Franklin County, OH",39049,2015,2015,"Sep., 2015",2015/09,13,Not Applicable,Not Applicable
Ohio,39,"Hamilton County, OH",39061,2011,2011,"Feb., 2011",2011/02,11,Not Applicable,Not Applicable
